Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,46.22874236874237,,4,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",49.22874236874237,,1,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,171,0.05,8.55,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,16,0.3846153846153846,6.153846153846153,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,8,0.16666666666666666,1.3333333333333333,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,291,0.0617283950617284,17.962962962962965,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,31,0.11904761904761904,3.6904761904761902,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",37.69061864061864,0.2,7.538123728123728,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,TRUE,School-code record,Linden Hill Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,FALSE,Official school/program record,Linden Hill Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,31,0.48,14.879999999999999,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,FALSE,Official school/program record,Linden Hill Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,16,1.54,24.64,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,250,Linden Hill Elementary School,TRUE,FALSE,Official school/program record,Linden Hill Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,517,0.2,103.4,Calculated using total enrollment,TRUE
